Area,Quarter,Version,Variable,Value,Weight
Auckland: Rodney Ward,2011-12,1.4,HAM_Rent_Med,0.67357513,0.007196122
Auckland: Waitakere Ward,2011-12,1.4,HAM_Rent_Med,0.705996759,0.038342033
Auckland: Waitemata and Gulf Ward,2011-12,1.4,HAM_Rent_Med,0.503255814,0.026721352
Auckland: Whau Ward,2011-12,1.4,HAM_Rent_Med,0.717088608,0.019637087
Buller District,2011-12,1.4,HAM_Rent_Med,0.624113475,0.001752424
Carterton District,2011-12,1.4,HAM_Rent_Med,0.772151899,0.000981854
Central Hawke's Bay District,2011-12,1.4,HAM_Rent_Med,0.725925926,0.001677852
Central Otago District,2011-12,1.4,HAM_Rent_Med,0.672985782,0.002622421
Christchurch City,2011-12,1.4,HAM_Rent_Med,0.683608001,0.098794432
Clutha District,2011-12,1.4,HAM_Rent_Med,0.633027523,0.00135471
Dunedin City,2011-12,1.4,HAM_Rent_Med,0.754960775,0.026932637
Far North District,2011-12,1.4,HAM_Rent_Med,0.809587217,0.00933383
Gisborne District,2011-12,1.4,HAM_Rent_Med,0.800443459,0.011210539
Gore District,2011-12,1.4,HAM_Rent_Med,0.748571429,0.002174994
Grey District,2011-12,1.4,HAM_Rent_Med,0.606741573,0.002212279
Hamilton City,2011-12,1.4,HAM_Rent_Med,0.709701308,0.050347999
Hastings District,2011-12,1.4,HAM_Rent_Med,0.779954785,0.016492667
Hauraki District,2011-12,1.4,HAM_Rent_Med,0.782222222,0.002796421
Horowhenua District,2011-12,1.4,HAM_Rent_Med,0.847870183,0.006127268
Hurunui District,2011-12,1.4,HAM_Rent_Med,0.709677419,0.001155854
Invercargill City,2011-12,1.4,HAM_Rent_Med,0.74663909,0.012018394
Kaikoura District,2011-12,1.4,HAM_Rent_Med,0.78,0.000621427
Kaipara District,2011-12,1.4,HAM_Rent_Med,0.81773399,0.002522993
Kapiti Coast District,2011-12,1.4,HAM_Rent_Med,0.75,0.009246831
Kawerau District,2011-12,1.4,HAM_Rent_Med,0.859504132,0.001503853
Lower Hutt City,2011-12,1.4,HAM_Rent_Med,0.681235154,0.026162068
Mackenzie District,2011-12,1.4,HAM_Rent_Med,0.666666667,0.00033557
Manawatu District,2011-12,1.4,HAM_Rent_Med,0.764705882,0.004014417
Marlborough District,2011-12,1.4,HAM_Rent_Med,0.711419753,0.008053691
Masterton District,2011-12,1.4,HAM_Rent_Med,0.79009434,0.005269699
Matamata-Piako District,2011-12,1.4,HAM_Rent_Med,0.710144928,0.005145414
Napier City,2011-12,1.4,HAM_Rent_Med,0.766640564,0.01587124
Nelson City,2011-12,1.4,HAM_Rent_Med,0.729559748,0.011856823
New Plymouth District,2011-12,1.4,HAM_Rent_Med,0.724683544,0.015709669
Opotiki District,2011-12,1.4,HAM_Rent_Med,0.857142857,0.001565996
Otorohanga District,2011-12,1.4,HAM_Rent_Med,0.722891566,0.001031568
Palmerston North City,2011-12,1.4,HAM_Rent_Med,0.746361746,0.023912503
Porirua City,2011-12,1.4,HAM_Rent_Med,0.713058419,0.014466816
Queenstown-Lakes District,2011-12,1.4,HAM_Rent_Med,0.566176471,0.006761124
Rangitikei District,2011-12,1.4,HAM_Rent_Med,0.75,0.001889137
Rotorua District,2011-12,1.4,HAM_Rent_Med,0.773492286,0.017723092
Ruapehu District,2011-12,1.4,HAM_Rent_Med,0.790849673,0.001901566
Selwyn District,2011-12,1.4,HAM_Rent_Med,0.540084388,0.002945563
South Taranaki District,2011-12,1.4,HAM_Rent_Med,0.730205279,0.004238131
South Waikato District,2011-12,1.4,HAM_Rent_Med,0.784946237,0.004623415
South Wairarapa District,2011-12,1.4,HAM_Rent_Med,0.769230769,0.001130997
Southland District,2011-12,1.4,HAM_Rent_Med,0.625,0.001590853
Stratford District,2011-12,1.4,HAM_Rent_Med,0.721649485,0.001205568
Tararua District,2011-12,1.4,HAM_Rent_Med,0.784615385,0.002423565
Tasman District,2011-12,1.4,HAM_Rent_Med,0.718340611,0.005692269
Taupo District,2011-12,1.4,HAM_Rent_Med,0.717647059,0.007394979
Tauranga City,2011-12,1.4,HAM_Rent_Med,0.719172633,0.031245339
Thames-Coromandel District,2011-12,1.4,HAM_Rent_Med,0.803664921,0.004747701
Timaru District,2011-12,1.4,HAM_Rent_Med,0.754098361,0.007581407
Upper Hutt City,2011-12,1.4,HAM_Rent_Med,0.674140508,0.008314691
Waikato District,2011-12,1.4,HAM_Rent_Med,0.710958904,0.009072831
Waimakariri District,2011-12,1.4,HAM_Rent_Med,0.696172249,0.005195128
Waimate District,2011-12,1.4,HAM_Rent_Med,0.807692308,0.000646284
Waipa District,2011-12,1.4,HAM_Rent_Med,0.661264182,0.007668407
Wairoa District,2011-12,1.4,HAM_Rent_Med,0.807692308,0.001292568
Waitaki District,2011-12,1.4,HAM_Rent_Med,0.752,0.003107134
Waitomo District,2011-12,1.4,HAM_Rent_Med,0.805555556,0.001342282
Wellington City,2011-12,1.4,HAM_Rent_Med,0.484589754,0.059681829
Western Bay of Plenty District,2011-12,1.4,HAM_Rent_Med,0.726244344,0.005493413
Westland District,2011-12,1.4,HAM_Rent_Med,0.662162162,0.000919712
Whakatane District,2011-12,1.4,HAM_Rent_Med,0.761078998,0.00645041
Whanganui District,2011-12,1.4,HAM_Rent_Med,0.831257078,0.010974397
Whangarei District,2011-12,1.4,HAM_Rent_Med,0.769539078,0.018605518
Auckland Total,2011-12,1.4,HAM_Rent_Med,0.642810015,0.357904549
National Total,2011-12,1.4,HAM_Rent_Med,0.682488193,1
Ashburton District,2012-03,1.4,HAM_Rent_Med,0.638613861,0.005038474
Auckland: Albany Ward,2012-03,1.4,HAM_Rent_Med,0.568030973,0.02254842
Auckland: Albert-Eden-Roskill Ward,2012-03,1.4,HAM_Rent_Med,0.599282956,0.045221556
Auckland: Franklin Ward,2012-03,1.4,HAM_Rent_Med,0.644198895,0.011286682
Auckland: Howick Ward,2012-03,1.4,HAM_Rent_Med,0.552056882,0.024556327
Auckland: Manukau Ward,2012-03,1.4,HAM_Rent_Med,0.789590871,0.044809997
Auckland: Manurewa-Papakura Ward,2012-03,1.4,HAM_Rent_Med,0.756809339,0.038462018
Auckland: Maungakiekie-Tamaki Ward,2012-03,1.4,HAM_Rent_Med,0.655217391,0.028684384
Auckland: North Shore Ward,2012-03,1.4,HAM_Rent_Med,0.568024596,0.032450769
Auckland: Orakei Ward,2012-03,1.4,HAM_Rent_Med,0.448726323,0.019093823
Auckland: Rodney Ward,2012-03,1.4,HAM_Rent_Med,0.662116041,0.007308282
Auckland: Waitakere Ward,2012-03,1.4,HAM_Rent_Med,0.707927225,0.038387189
Auckland: Waitemata and Gulf Ward,2012-03,1.4,HAM_Rent_Med,0.500922509,0.02703815
Auckland: Whau Ward,2012-03,1.4,HAM_Rent_Med,0.717159019,0.019842111
Buller District,2012-03,1.4,HAM_Rent_Med,0.618705036,0.001733535
Carterton District,2012-03,1.4,HAM_Rent_Med,0.789473684,0.000947832
Central Hawke's Bay District,2012-03,1.4,HAM_Rent_Med,0.7109375,0.001596348
Central Otago District,2012-03,1.4,HAM_Rent_Med,0.663461538,0.002594066
Christchurch City,2012-03,1.4,HAM_Rent_Med,0.67488188,0.097664093
Clutha District,2012-03,1.4,HAM_Rent_Med,0.655172414,0.001446691
Dunedin City,2012-03,1.4,HAM_Rent_Med,0.767410714,0.027936096
Far North District,2012-03,1.4,HAM_Rent_Med,0.815468114,0.009191475
Gisborne District,2012-03,1.4,HAM_Rent_Med,0.799554566,0.011199381
Gore District,2012-03,1.4,HAM_Rent_Med,0.735294118,0.00212015
Grey District,2012-03,1.4,HAM_Rent_Med,0.620689655,0.002170036
Hamilton City,2012-03,1.4,HAM_Rent_Med,0.712711242,0.050921018
Hastings District,2012-03,1.4,HAM_Rent_Med,0.780966767,0.016512228
Hauraki District,2012-03,1.4,HAM_Rent_Med,0.782222222,0.002806081
Horowhenua District,2012-03,1.4,HAM_Rent_Med,0.848670757,0.00609855
Hurunui District,2012-03,1.4,HAM_Rent_Med,0.681818182,0.001097489
Invercargill City,2012-03,1.4,HAM_Rent_Med,0.751046025,0.011922727
Kaikoura District,2012-03,1.4,HAM_Rent_Med,0.68627451,0.000636045
Kaipara District,2012-03,1.4,HAM_Rent_Med,0.805128205,0.002431937
Kapiti Coast District,2012-03,1.4,HAM_Rent_Med,0.74393531,0.009253832
Kawerau District,2012-03,1.4,HAM_Rent_Med,0.858333333,0.001496577
Lower Hutt City,2012-03,1.4,HAM_Rent_Med,0.6849642,0.026127733
Mackenzie District,2012-03,1.4,HAM_Rent_Med,0.655172414,0.000361673
Manawatu District,2012-03,1.4,HAM_Rent_Med,0.770642202,0.004078171
Marlborough District,2012-03,1.4,HAM_Rent_Med,0.718844985,0.008206228
Masterton District,2012-03,1.4,HAM_Rent_Med,0.799522673,0.005225547
Matamata-Piako District,2012-03,1.4,HAM_Rent_Med,0.709134615,0.005188132
Napier City,2012-03,1.4,HAM_Rent_Med,0.775019395,0.016075727
Nelson City,2012-03,1.4,HAM_Rent_Med,0.722761597,0.011561054
New Plymouth District,2012-03,1.4,HAM_Rent_Med,0.71496063,0.015838769
Opotiki District,2012-03,1.4,HAM_Rent_Med,0.838709677,0.001546462
Otorohanga District,2012-03,1.4,HAM_Rent_Med,0.746835443,0.000985246
Palmerston North City,2012-03,1.4,HAM_Rent_Med,0.744582043,0.024169712
Porirua City,2012-03,1.4,HAM_Rent_Med,0.710822511,0.01440455
Queenstown-Lakes District,2012-03,1.4,HAM_Rent_Med,0.566003617,0.006896724
Rangitikei District,2012-03,1.4,HAM_Rent_Med,0.758169935,0.001908135
Rotorua District,2012-03,1.4,HAM_Rent_Med,0.768907563,0.017809261
Ruapehu District,2012-03,1.4,HAM_Rent_Med,0.806666667,0.001870721
Selwyn District,2012-03,1.4,HAM_Rent_Med,0.534482759,0.002893381
South Taranaki District,2012-03,1.4,HAM_Rent_Med,0.738095238,0.004190414
South Waikato District,2012-03,1.4,HAM_Rent_Med,0.788461538,0.004539616
South Wairarapa District,2012-03,1.4,HAM_Rent_Med,0.723404255,0.001172318
Southland District,2012-03,1.4,HAM_Rent_Med,0.62992126,0.001583877
Stratford District,2012-03,1.4,HAM_Rent_Med,0.73,0.001247147
Tararua District,2012-03,1.4,HAM_Rent_Med,0.793969849,0.002481823
Tasman District,2012-03,1.4,HAM_Rent_Med,0.735555556,0.005612162
Taupo District,2012-03,1.4,HAM_Rent_Med,0.700996678,0.007507826
Tauranga City,2012-03,1.4,HAM_Rent_Med,0.720600162,0.030754649
Thames-Coromandel District,2012-03,1.4,HAM_Rent_Med,0.785145889,0.004701745
Timaru District,2012-03,1.4,HAM_Rent_Med,0.754071661,0.007657484
Upper Hutt City,2012-03,1.4,HAM_Rent_Med,0.658646617,0.008293529
Waikato District,2012-03,1.4,HAM_Rent_Med,0.721991701,0.009016874
Waimakariri District,2012-03,1.4,HAM_Rent_Med,0.67654321,0.005050946
Waimate District,2012-03,1.4,HAM_Rent_Med,0.78,0.000623574
Waipa District,2012-03,1.4,HAM_Rent_Med,0.653027823,0.007620069
Wairoa District,2012-03,1.4,HAM_Rent_Med,0.823529412,0.00127209
Waitaki District,2012-03,1.4,HAM_Rent_Med,0.765873016,0.003142811
Waitomo District,2012-03,1.4,HAM_Rent_Med,0.805825243,0.001284562
Wellington City,2012-03,1.4,HAM_Rent_Med,0.484659944,0.058129529
Western Bay of Plenty District,2012-03,1.4,HAM_Rent_Med,0.730684327,0.005649577
Westland District,2012-03,1.4,HAM_Rent_Med,0.644736842,0.000947832
Whakatane District,2012-03,1.4,HAM_Rent_Med,0.759013283,0.006572465
Whanganui District,2012-03,1.4,HAM_Rent_Med,0.819840365,0.010937481
Whangarei District,2012-03,1.4,HAM_Rent_Med,0.768606225,0.018432835
Auckland Total,2012-03,1.4,HAM_Rent_Med,0.64173515,0.359664767
National Total,2012-03,1.4,HAM_Rent_Med,0.681516032,1
Ashburton District,2012-06,1.4,HAM_Rent_Med,0.641148325,0.005114651
Auckland: Albany Ward,2012-06,1.4,HAM_Rent_Med,0.561755146,0.022587671
Auckland: Albert-Eden-Roskill Ward,2012-06,1.4,HAM_Rent_Med,0.596423659,0.04447789
Auckland: Franklin Ward,2012-06,1.4,HAM_Rent_Med,0.635076253,0.011232655
Auckland: Howick Ward,2012-06,1.4,HAM_Rent_Med,0.549848943,0.024300712
Auckland: Manukau Ward,2012-06,1.4,HAM_Rent_Med,0.785338866,0.044233169
Auckland: Manurewa-Papakura Ward,2012-06,1.4,HAM_Rent_Med,0.752956216,0.038286469
Auckland: Maungakiekie-Tamaki Ward,2012-06,1.4,HAM_Rent_Med,0.65475678,0.028424247
Auckland: North Shore Ward,2012-06,1.4,HAM_Rent_Med,0.571754853,0.032143993
Auckland: Orakei Ward,2012-06,1.4,HAM_Rent_Med,0.451147541,0.018659912
Auckland: Rodney Ward,2012-06,1.4,HAM_Rent_Med,0.645378151,0.007280425
Auckland: Waitakere Ward,2012-06,1.4,HAM_Rent_Med,0.706692283,0.038213053
Auckland: Waitemata and Gulf Ward,2012-06,1.4,HAM_Rent_Med,0.512832058,0.027176174
Auckland: Whau Ward,2012-06,1.4,HAM_Rent_Med,0.718905473,0.019675501
Buller District,2012-06,1.4,HAM_Rent_Med,0.620437956,0.001676333
Carterton District,2012-06,1.4,HAM_Rent_Med,0.815789474,0.000929937
Central Hawke's Bay District,2012-06,1.4,HAM_Rent_Med,0.698412698,0.001541737
Central Otago District,2012-06,1.4,HAM_Rent_Med,0.681372549,0.002496146
Christchurch City,2012-06,1.4,HAM_Rent_Med,0.665097262,0.098756822
Clutha District,2012-06,1.4,HAM_Rent_Med,0.620689655,0.001419377
Dunedin City,2012-06,1.4,HAM_Rent_Med,0.769487286,0.029354183
Far North District,2012-06,1.4,HAM_Rent_Med,0.815203145,0.009336074
Gisborne District,2012-06,1.4,HAM_Rent_Med,0.798665184,0.011000171
Gore District,2012-06,1.4,HAM_Rent_Med,0.761363636,0.002153537
Grey District,2012-06,1.4,HAM_Rent_Med,0.587570621,0.002165773
Hamilton City,2012-06,1.4,HAM_Rent_Med,0.715882073,0.05146465
Hastings District,2012-06,1.4,HAM_Rent_Med,0.783295711,0.016261655
Hauraki District,2012-06,1.4,HAM_Rent_Med,0.77826087,0.002814282
Horowhenua District,2012-06,1.4,HAM_Rent_Med,0.851020408,0.005995644
Hurunui District,2012-06,1.4,HAM_Rent_Med,0.684210526,0.001162421
Invercargill City,2012-06,1.4,HAM_Rent_Med,0.748440748,0.01177104
Kaikoura District,2012-06,1.4,HAM_Rent_Med,0.714285714,0.000599564
Kaipara District,2012-06,1.4,HAM_Rent_Med,0.791044776,0.002459438
Kapiti Coast District,2012-06,1.4,HAM_Rent_Med,0.739921977,0.00940949
Kawerau District,2012-06,1.4,HAM_Rent_Med,0.867768595,0.001480557
Lower Hutt City,2012-06,1.4,HAM_Rent_Med,0.684976526,0.026062697
Mackenzie District,2012-06,1.4,HAM_Rent_Med,0.764705882,0.000416024
Manawatu District,2012-06,1.4,HAM_Rent_Med,0.774193548,0.004172479
Marlborough District,2012-06,1.4,HAM_Rent_Med,0.71875,0.008222597
Masterton District,2012-06,1.4,HAM_Rent_Med,0.798594848,0.005224775
Matamata-Piako District,2012-06,1.4,HAM_Rent_Med,0.710526316,0.005114651
Napier City,2012-06,1.4,HAM_Rent_Med,0.774767802,0.015808922
Nelson City,2012-06,1.4,HAM_Rent_Med,0.716701903,0.011575264
New Plymouth District,2012-06,1.4,HAM_Rent_Med,0.708204334,0.015808922
Opotiki District,2012-06,1.4,HAM_Rent_Med,0.850393701,0.001553973
Otorohanga District,2012-06,1.4,HAM_Rent_Med,0.739726027,0.000893229
Palmerston North City,2012-06,1.4,HAM_Rent_Med,0.741791045,0.024594376
Porirua City,2012-06,1.4,HAM_Rent_Med,0.714650767,0.014365074
Queenstown-Lakes District,2012-06,1.4,HAM_Rent_Med,0.568100358,0.006827693
Rangitikei District,2012-06,1.4,HAM_Rent_Med,0.766233766,0.001884345
Rotorua District,2012-06,1.4,HAM_Rent_Med,0.772073922,0.017876808
Ruapehu District,2012-06,1.4,HAM_Rent_Med,0.790849673,0.001872109
Selwyn District,2012-06,1.4,HAM_Rent_Med,0.529661017,0.002887698
South Taranaki District,2012-06,1.4,HAM_Rent_Med,0.722054381,0.004050119
South Waikato District,2012-06,1.4,HAM_Rent_Med,0.77027027,0.004527323
South Wairarapa District,2012-06,1.4,HAM_Rent_Med,0.717391304,0.001125713
Southland District,2012-06,1.4,HAM_Rent_Med,0.64,0.001529501
Stratford District,2012-06,1.4,HAM_Rent_Med,0.757281553,0.001260309
Tararua District,2012-06,1.4,HAM_Rent_Med,0.7960199,0.002459438
Tasman District,2012-06,1.4,HAM_Rent_Med,0.727861771,0.005665272
Taupo District,2012-06,1.4,HAM_Rent_Med,0.704730832,0.007500673
Tauranga City,2012-06,1.4,HAM_Rent_Med,0.718812675,0.030504368
Thames-Coromandel District,2012-06,1.4,HAM_Rent_Med,0.781578947,0.004649683
Timaru District,2012-06,1.4,HAM_Rent_Med,0.75399361,0.007659741
Upper Hutt City,2012-06,1.4,HAM_Rent_Med,0.664179104,0.008198125
Waikato District,2012-06,1.4,HAM_Rent_Med,0.715046605,0.009189242
Waimakariri District,2012-06,1.4,HAM_Rent_Med,0.675879397,0.004869931
Waimate District,2012-06,1.4,HAM_Rent_Med,0.773584906,0.000648508
Waipa District,2012-06,1.4,HAM_Rent_Med,0.656200942,0.007794337
Wairoa District,2012-06,1.4,HAM_Rent_Med,0.81372549,0.001248073
Waitaki District,2012-06,1.4,HAM_Rent_Med,0.75,0.003083474
Waitomo District,2012-06,1.4,HAM_Rent_Med,0.8,0.001284781
Wellington City,2012-06,1.4,HAM_Rent_Med,0.484722511,0.058867435
Western Bay of Plenty District,2012-06,1.4,HAM_Rent_Med,0.719745223,0.00576316
Westland District,2012-06,1.4,HAM_Rent_Med,0.65,0.000978881
Whakatane District,2012-06,1.4,HAM_Rent_Med,0.774011299,0.00649732
Whanganui District,2012-06,1.4,HAM_Rent_Med,0.818807339,0.010669799
Whangarei District,2012-06,1.4,HAM_Rent_Med,0.768125408,0.018733328
Auckland Total,2012-06,1.4,HAM_Rent_Med,0.640526912,0.356691873
National Total,2012-06,1.4,HAM_Rent_Med,0.679942735,1
Ashburton District,2012-09,1.4,HAM_Rent_Med,0.643867925,0.005096889
Auckland: Albany Ward,2012-09,1.4,HAM_Rent_Med,0.569197631,0.022322931
Auckland: Albert-Eden-Roskill Ward,2012-09,1.4,HAM_Rent_Med,0.59333514,0.04436938
Auckland: Franklin Ward,2012-09,1.4,HAM_Rent_Med,0.63927428,0.011263644
Auckland: Howick Ward,2012-09,1.4,HAM_Rent_Med,0.56015976,0.024077992
Auckland: Manukau Ward,2012-09,1.4,HAM_Rent_Med,0.780521262,0.043816416
Auckland: Manurewa-Papakura Ward,2012-09,1.4,HAM_Rent_Med,0.747722275,0.03826273
Auckland: Maungakiekie-Tamaki Ward,2012-09,1.4,HAM_Rent_Med,0.656410256,0.028129057
Auckland: North Shore Ward,2012-09,1.4,HAM_Rent_Med,0.569069069,0.03202385
Auckland: Orakei Ward,2012-09,1.4,HAM_Rent_Med,0.445595855,0.018560369
Auckland: Rodney Ward,2012-09,1.4,HAM_Rent_Med,0.649754501,0.007344809
Auckland: Waitakere Ward,2012-09,1.4,HAM_Rent_Med,0.704731861,0.038106458
Auckland: Waitemata and Gulf Ward,2012-09,1.4,HAM_Rent_Med,0.512119877,0.027275569
Auckland: Whau Ward,2012-09,1.4,HAM_Rent_Med,0.718962322,0.019461942
Buller District,2012-09,1.4,HAM_Rent_Med,0.611940299,0.001610809
Carterton District,2012-09,1.4,HAM_Rent_Med,0.807692308,0.000937635
Central Hawke's Bay District,2012-09,1.4,HAM_Rent_Med,0.746153846,0.001562725
Central Otago District,2012-09,1.4,HAM_Rent_Med,0.644549763,0.002536424
Christchurch City,2012-09,1.4,HAM_Rent_Med,0.655528554,0.098932538
Clutha District,2012-09,1.4,HAM_Rent_Med,0.638655462,0.001430495
Dunedin City,2012-09,1.4,HAM_Rent_Med,0.761003702,0.029222965
Far North District,2012-09,1.4,HAM_Rent_Med,0.813384813,0.009340289
Gisborne District,2012-09,1.4,HAM_Rent_Med,0.787746171,0.010987162
Gore District,2012-09,1.4,HAM_Rent_Med,0.75,0.002163774
Grey District,2012-09,1.4,HAM_Rent_Med,0.569832402,0.002151753
Hamilton City,2012-09,1.4,HAM_Rent_Med,0.715381041,0.051738231
Hastings District,2012-09,1.4,HAM_Rent_Med,0.779510022,0.016192239
Hauraki District,2012-09,1.4,HAM_Rent_Med,0.769565217,0.002764822
Horowhenua District,2012-09,1.4,HAM_Rent_Med,0.841683367,0.005998461
Hurunui District,2012-09,1.4,HAM_Rent_Med,0.684782609,0.001105929
Invercargill City,2012-09,1.4,HAM_Rent_Med,0.753012048,0.011972881
Kaikoura District,2012-09,1.4,HAM_Rent_Med,0.703703704,0.000649132
Kaipara District,2012-09,1.4,HAM_Rent_Med,0.805,0.002404193
Kapiti Coast District,2012-09,1.4,HAM_Rent_Med,0.741116751,0.00947252
Kawerau District,2012-09,1.4,HAM_Rent_Med,0.862903226,0.0014906
Lower Hutt City,2012-09,1.4,HAM_Rent_Med,0.686629526,0.025893158
Mackenzie District,2012-09,1.4,HAM_Rent_Med,0.705882353,0.000408713
Manawatu District,2012-09,1.4,HAM_Rent_Med,0.781976744,0.004135212
Marlborough District,2012-09,1.4,HAM_Rent_Med,0.725547445,0.008234361
Masterton District,2012-09,1.4,HAM_Rent_Med,0.792626728,0.005217099
Matamata-Piako District,2012-09,1.4,HAM_Rent_Med,0.699530516,0.005120931
Napier City,2012-09,1.4,HAM_Rent_Med,0.776006074,0.01583161
Nelson City,2012-09,1.4,HAM_Rent_Med,0.717659138,0.011708419
New Plymouth District,2012-09,1.4,HAM_Rent_Med,0.692830189,0.015927778
Opotiki District,2012-09,1.4,HAM_Rent_Med,0.838461538,0.001562725
Otorohanga District,2012-09,1.4,HAM_Rent_Med,0.730769231,0.000937635
Palmerston North City,2012-09,1.4,HAM_Rent_Med,0.740648379,0.024102034
Porirua City,2012-09,1.4,HAM_Rent_Med,0.711392405,0.014244843
Queenstown-Lakes District,2012-09,1.4,HAM_Rent_Med,0.578861789,0.007392893
Rangitikei District,2012-09,1.4,HAM_Rent_Med,0.751552795,0.001935375
Rotorua District,2012-09,1.4,HAM_Rent_Med,0.773126266,0.017803049
Ruapehu District,2012-09,1.4,HAM_Rent_Med,0.806060606,0.001983459
Selwyn District,2012-09,1.4,HAM_Rent_Med,0.518672199,0.002897052
South Taranaki District,2012-09,1.4,HAM_Rent_Med,0.711246201,0.003954897
South Waikato District,2012-09,1.4,HAM_Rent_Med,0.766129032,0.004471799
South Wairarapa District,2012-09,1.4,HAM_Rent_Med,0.701030928,0.001166034
Southland District,2012-09,1.4,HAM_Rent_Med,0.619402985,0.001610809
Stratford District,2012-09,1.4,HAM_Rent_Med,0.717171717,0.001190075
Tararua District,2012-09,1.4,HAM_Rent_Med,0.809045226,0.002392172
Tasman District,2012-09,1.4,HAM_Rent_Med,0.719836401,0.005878252
Taupo District,2012-09,1.4,HAM_Rent_Med,0.6912,0.007513103
Tauranga City,2012-09,1.4,HAM_Rent_Med,0.717332299,0.031002068
Thames-Coromandel District,2012-09,1.4,HAM_Rent_Med,0.766404199,0.004579987
Timaru District,2012-09,1.4,HAM_Rent_Med,0.746081505,0.007669375
Upper Hutt City,2012-09,1.4,HAM_Rent_Med,0.678210678,0.008330528
Waikato District,2012-09,1.4,HAM_Rent_Med,0.717477004,0.009147954
Waimakariri District,2012-09,1.4,HAM_Rent_Med,0.675810474,0.004820407
Waimate District,2012-09,1.4,HAM_Rent_Med,0.773584906,0.000637111
Waipa District,2012-09,1.4,HAM_Rent_Med,0.639939486,0.007945858
Wairoa District,2012-09,1.4,HAM_Rent_Med,0.811881188,0.001214117
Waitaki District,2012-09,1.4,HAM_Rent_Med,0.751937984,0.003101409
Waitomo District,2012-09,1.4,HAM_Rent_Med,0.790909091,0.001322306
Wellington City,2012-09,1.4,HAM_Rent_Med,0.490780142,0.05932346
Western Bay of Plenty District,2012-09,1.4,HAM_Rent_Med,0.695020747,0.005794105
Westland District,2012-09,1.4,HAM_Rent_Med,0.646341463,0.000985719
Whakatane District,2012-09,1.4,HAM_Rent_Med,0.770909091,0.006611531
Whanganui District,2012-09,1.4,HAM_Rent_Med,0.821714286,0.010518344
Whangarei District,2012-09,1.4,HAM_Rent_Med,0.769922879,0.018704621
Auckland Total,2012-09,1.4,HAM_Rent_Med,0.639645131,0.355003125
National Total,2012-09,1.4,HAM_Rent_Med,0.677609751,1
Ashburton District,2012-12,1.4,HAM_Rent_Med,0.616306954,0.005108917
Auckland: Albany Ward,2012-12,1.4,HAM_Rent_Med,0.562601626,0.0226042
Auckland: Albert-Eden-Roskill Ward,2012-12,1.4,HAM_Rent_Med,0.592171016,0.044130259
Auckland: Franklin Ward,2012-12,1.4,HAM_Rent_Med,0.621179039,0.011222465
Auckland: Howick Ward,2012-12,1.4,HAM_Rent_Med,0.549722362,0.024270417
Auckland: Manukau Ward,2012-12,1.4,HAM_Rent_Med,0.775971342,0.044461052
Auckland: Manurewa-Papakura Ward,2012-12,1.4,HAM_Rent_Med,0.741597971,0.038641543
Auckland: Maungakiekie-Tamaki Ward,2012-12,1.4,HAM_Rent_Med,0.652534965,0.028031658
Auckland: North Shore Ward,2012-12,1.4,HAM_Rent_Med,0.571863118,0.032221705
Auckland: Orakei Ward,2012-12,1.4,HAM_Rent_Med,0.440445026,0.018720443
Auckland: Rodney Ward,2012-12,1.4,HAM_Rent_Med,0.643812709,0.007326456
Auckland: Waitakere Ward,2012-12,1.4,HAM_Rent_Med,0.701664533,0.038273995
Auckland: Waitemata and Gulf Ward,2012-12,1.4,HAM_Rent_Med,0.496412556,0.027321065
Auckland: Whau Ward,2012-12,1.4,HAM_Rent_Med,0.706616729,0.019627061
Buller District,2012-12,1.4,HAM_Rent_Med,0.616541353,0.001629463
Carterton District,2012-12,1.4,HAM_Rent_Med,0.802631579,0.000931122
Central Hawke's Bay District,2012-12,1.4,HAM_Rent_Med,0.714285714,0.001629463
Central Otago District,2012-12,1.4,HAM_Rent_Med,0.677884615,0.002548333
Christchurch City,2012-12,1.4,HAM_Rent_Med,0.636687554,0.099715763
Clutha District,2012-12,1.4,HAM_Rent_Med,0.613445378,0.00145794
Dunedin City,2012-12,1.4,HAM_Rent_Med,0.74863388,0.026904511
Far North District,2012-12,1.4,HAM_Rent_Med,0.809960682,0.00934797
Gisborne District,2012-12,1.4,HAM_Rent_Med,0.774122807,0.011173458
Gore District,2012-12,1.4,HAM_Rent_Med,0.755813953,0.002107275
Grey District,2012-12,1.4,HAM_Rent_Med,0.608187135,0.002095023
Hamilton City,2012-12,1.4,HAM_Rent_Med,0.707603742,0.051076916
Hastings District,2012-12,1.4,HAM_Rent_Med,0.784254353,0.016184362
Hauraki District,2012-12,1.4,HAM_Rent_Med,0.787610619,0.002768861
Horowhenua District,2012-12,1.4,HAM_Rent_Med,0.83805668,0.00605229
Hurunui District,2012-12,1.4,HAM_Rent_Med,0.674157303,0.001090392
Invercargill City,2012-12,1.4,HAM_Rent_Med,0.738813736,0.011773786
Kaikoura District,2012-12,1.4,HAM_Rent_Med,0.666666667,0.000624832
Kaipara District,2012-12,1.4,HAM_Rent_Med,0.809278351,0.00237681
Kapiti Coast District,2012-12,1.4,HAM_Rent_Med,0.732647815,0.009531744
Kawerau District,2012-12,1.4,HAM_Rent_Med,0.867256637,0.001384431
Lower Hutt City,2012-12,1.4,HAM_Rent_Med,0.675434476,0.026083654
Mackenzie District,2012-12,1.4,HAM_Rent_Med,0.633333333,0.000367548
